iter	Logloss
250	0.1275580949
251	0.1273473385
252	0.1271455241
253	0.1268351182
254	0.1266282859
255	0.1263716113
256	0.1263218471
257	0.1261207119
258	0.1259228222
259	0.125708114
260	0.1255719385
261	0.1254310261
262	0.1253844596
263	0.1253513899
264	0.1250817056
265	0.1249345184
266	0.1247591146
267	0.1245813741
268	0.1244186499
269	0.1242962295
270	0.1240637773
271	0.1238920774
272	0.1238098451
273	0.123720596
274	0.1235471405
275	0.1233478391
276	0.1232093191
277	0.1230546744
278	0.1230112885
279	0.1227676727
280	0.1225830355
281	0.1223960405
282	0.1223549604
283	0.1221070709
284	0.1219295755
285	0.1217924405
286	0.1216336051
287	0.1215975118
288	0.1213727394
289	0.121220539
290	0.1208568678
291	0.1206760206
292	0.1206328825
293	0.1204011648
294	0.1202336193
295	0.1200719073
296	0.119922929
297	0.1196749389
298	0.1194543527
299	0.1192943274
300	0.1190158675
301	0.1188688049
302	0.1186453879
303	0.1184765558
304	0.1182548621
305	0.11822903
306	0.1180635482
307	0.1178857807
308	0.1177056257
309	0.1172498675
310	0.1171955181
311	0.1171483284
312	0.1170302819
313	0.1168287224
314	0.1166725896
315	0.1165532407
316	0.1165018192
317	0.116364589
318	0.1162534313
319	0.1161250305
320	0.115981446
321	0.1158302219
322	0.1157993373
323	0.1157102411
324	0.1156793476
325	0.1154574449
326	0.1152892841
327	0.1150803203
328	0.1150084044
329	0.1148571818
330	0.114680408
331	0.1145273545
332	0.1143657332
333	0.1143448415
334	0.1141773209
335	0.1140366023
336	0.113953832
337	0.1138249775
338	0.1136366552
339	0.1136024822
340	0.1134476806
341	0.1132464722
342	0.1130634738
343	0.1129464335
344	0.1127936283
345	0.1127346271
346	0.1125829278
347	0.1123839765
348	0.1121804071
349	0.1120073385
350	0.111838199
351	0.1116068291
352	0.1115839275
353	0.1114024485
354	0.1113735665
355	0.1113329535
356	0.1113081705
357	0.1111734238
358	0.111034883
359	0.1108589409
360	0.1106787883
361	0.1106186265
362	0.1104997731
363	0.1103455909
364	0.1103226787
365	0.1102093674
366	0.1101427555
367	0.1099871048
368	0.1098515146
369	0.109748604
370	0.1096018436
371	0.1095074202
372	0.1094747329
373	0.1093493238
374	0.1092627588
375	0.1091977491
376	0.1091186049
377	0.1090170451
378	0.1089446719
379	0.1088834337
380	0.1088418497
381	0.1087175158
382	0.1086382169
383	0.1085149357
384	0.1084429208
385	0.108301312
386	0.1081671368
387	0.1080813022
388	0.1079894197
389	0.1078194249
390	0.1076297597
391	0.1076030161
392	0.1074486975
393	0.10730819
394	0.1070665988
395	0.1069341623
396	0.10682493
397	0.106656072
398	0.1065882638
399	0.1063774695
400	0.1061807796
401	0.1061290195
402	0.1060652508
403	0.1059696264
404	0.1058063928
405	0.105755754
406	0.1055628631
407	0.1054037652
408	0.105316539
409	0.1052695449
410	0.1050917222
411	0.1049319828
412	0.1047954415
413	0.1047413819
414	0.1046119967
415	0.1044376032
416	0.1043692509
417	0.1043494386
418	0.1042309989
419	0.1041616409
420	0.1040689051
421	0.1040189567
422	0.1039965552
423	0.1039599021
424	0.1039217376
425	0.1037799109
426	0.1036245912
427	0.1035342066
428	0.1033763635
429	0.1032329276
430	0.1031098593
431	0.1029781496
432	0.1028242715
433	0.1026935023
434	0.1025608474
435	0.1024338784
436	0.102273137
437	0.1022271628
438	0.1020788852
439	0.1018779113
440	0.1017198285
441	0.101575429
442	0.1014948264
443	0.1014805036
444	0.101271752
445	0.101069425
446	0.1009314739
447	0.1007983828
448	0.1006595207
449	0.10053588
450	0.1004736022
451	0.1004310739
452	0.1002967281
453	0.1002308126
454	0.1001303871
455	0.1000776567
456	0.0999751963
457	0.0998071769
458	0.09971824515
459	0.09960610144
460	0.09947610819
461	0.09937283761
462	0.09923345245
463	0.09908389761
464	0.09896767372
465	0.09880862408
466	0.09871598888
467	0.09856709988
468	0.09845463319
469	0.09834349278
470	0.09826230175
471	0.09814088445
472	0.0980454536
473	0.09790721559
474	0.09786380405
475	0.09768573327
476	0.09760280538
477	0.09745150592
478	0.09734184612
479	0.09724330021
480	0.09714341447
481	0.09709382477
482	0.0970001365
483	0.09689235673
484	0.09676092668
485	0.0966456538
486	0.09662791789
487	0.09649392947
488	0.09643029759
489	0.09639088174
490	0.09627606857
491	0.09623465739
492	0.09618936036
493	0.09608997043
494	0.09597303275
495	0.0959504635
496	0.0958291759
497	0.09574415753
498	0.09569710458
499	0.09559814689
500	0.09555768523
501	0.09544766305
502	0.09536465509
503	0.09524457692
504	0.09514851419
505	0.09504988447
506	0.09494184065
507	0.09482475748
508	0.0947251373
509	0.09465982577
510	0.09461037435
511	0.09454999198
512	0.09447173604
513	0.09439224252
514	0.09430305762
515	0.094210181
516	0.09409177282
517	0.09406033995
518	0.09400559771
519	0.09393541566
520	0.09386431095
521	0.0937175602
522	0.09360290775
523	0.09353904603
524	0.09352161934
525	0.09350911602
526	0.0934163469
527	0.09329064784
528	0.09318171386
529	0.09313515552
530	0.09303647562
531	0.09288922542
532	0.09282766615
533	0.09268005613
534	0.0925628795
535	0.09246406534
536	0.09237725951
537	0.09232460342
538	0.09222828801
539	0.09216119995
540	0.09200931424
541	0.09198978593
542	0.09184359652
543	0.09179548947
544	0.09167915044
545	0.09152140762
546	0.09139553088
547	0.09125069872
548	0.09121242447
549	0.09113778066
550	0.09099767773
551	0.09086013048
552	0.0907729994
553	0.09073511133
554	0.09068396877
555	0.09064025312
556	0.09052570164
557	0.09039112928
558	0.09026213232
559	0.09016547228
560	0.09005077385
561	0.08993704719
562	0.08990805972
563	0.08985426664
564	0.08978058531
565	0.08969358177
566	0.08959038836
567	0.08948069091
568	0.08940946397
569	0.08936496619
570	0.08931191596
571	0.08926362765
572	0.08917280699
573	0.08908326028
574	0.08902993789
575	0.08892622728
576	0.08888606038
577	0.08887574655
578	0.08879422097
579	0.08863435218
580	0.08860039956
581	0.08855930463
582	0.08852746296
583	0.08848388047
584	0.08840742327
585	0.08835775861
586	0.08817704383
587	0.0881289939
588	0.08811658496
589	0.0880694692
590	0.08799889304
591	0.08798358261
592	0.08792300909
593	0.08784077715
594	0.08782950523
595	0.08775515538
596	0.08772334981
597	0.08767663228
598	0.08761140486
599	0.08747397421
600	0.08736828495
601	0.08730405991
602	0.08719707262
603	0.0871027333
604	0.08706437077
605	0.08698042315
606	0.08690897658
607	0.08680611588
608	0.08672520004
609	0.08665201835
610	0.08660485318
611	0.0865300618
612	0.08647402302
613	0.08645443586
614	0.08637969865
615	0.08632652152
616	0.08625852108
617	0.0861334665
618	0.0861210011
619	0.08603696989
620	0.0859721817
621	0.08587190932
622	0.08578496588
623	0.08569796797
624	0.08560495352
625	0.08559202767
626	0.08544694612
627	0.08532625667
628	0.08530749072
629	0.08523781748
630	0.08510060629
631	0.08506104115
632	0.08496502543
633	0.08488409049
634	0.08483928467
635	0.08476471099
636	0.08475153288
637	0.08467292248
638	0.08459869426
639	0.08452434541
640	0.08444346116
641	0.08438044468
642	0.08429861953
643	0.08420432007
644	0.08410805019
645	0.08406813403
646	0.0839867592
647	0.08386160833
648	0.0837653914
649	0.08369517882
650	0.0835833045
651	0.08345938823
652	0.08336452503
653	0.0833238871
654	0.0832474332
655	0.08321433317
656	0.08319546353
657	0.08313679138
658	0.08306043053
659	0.08301299433
660	0.08298694763
661	0.08294013393
662	0.08292399646
663	0.08286354265
664	0.08278180417
665	0.08271688607
666	0.08262243177
667	0.08253214468
668	0.08251463424
669	0.0824608535
670	0.08238258588
671	0.08235711924
672	0.08231166673
673	0.08221961011
674	0.08210113225
675	0.08203239165
676	0.08199469403
677	0.08191209412
678	0.08181368056
679	0.08170573569
680	0.08163640314
681	0.0815690287
682	0.08146342226
683	0.081385358
684	0.08130985344
685	0.08122652935
686	0.08117336781
687	0.08106949107
688	0.08099611709
689	0.08092450804
690	0.08089127616
691	0.08081321678
692	0.08071959834
693	0.08063937258
694	0.08058227602
695	0.08051512125
696	0.08043391018
697	0.08038353582
698	0.08028274817
699	0.08027698548
700	0.08016979235
701	0.08009243955
702	0.08003360755
703	0.07991340008
704	0.07983731986
705	0.07976994571
706	0.07971855123
707	0.07965479305
708	0.07960185258
709	0.07952978124
710	0.07944560069
711	0.07930169697
712	0.07926514788
713	0.07920414291
714	0.07911269761
715	0.07903989239
716	0.07899608141
717	0.07898128957
718	0.07895797278
719	0.07887805055
720	0.07884160285
721	0.07882288255
722	0.07875729689
723	0.07866856661
724	0.07858215946
725	0.07856918372
726	0.07849647622
727	0.07842824968
728	0.07837370471
729	0.07825498335
730	0.07822974311
731	0.07817179836
732	0.07814454266
733	0.07809140131
734	0.07808542326
735	0.0780032158
736	0.07787190093
737	0.07782264541
738	0.07772427575
739	0.07764691628
740	0.0776007839
741	0.07754513072
742	0.07750106483
743	0.07742727023
744	0.077352223
745	0.07728487461
746	0.0772519216
747	0.07721471318
748	0.07719512549
749	0.07718941093
750	0.07714304824
751	0.07707211416
752	0.0770209394
753	0.07701551196
754	0.07696622688
755	0.0769225963
756	0.0768429904
757	0.07672137111
758	0.0766268856
759	0.07651140547
760	0.07642353936
761	0.07635597314
762	0.07633676309
763	0.07628035624
764	0.0762750573
765	0.07624063643
766	0.07610429392
767	0.07608914067
768	0.07604661159
769	0.07598600031
770	0.07588632955
771	0.075787578
772	0.07572128232
773	0.07566348687
774	0.0756233608
775	0.07552942093
776	0.07545271804
777	0.07544417028
778	0.07539737659
779	0.0753506529
780	0.07529623248
781	0.07521199288
782	0.07517077474
783	0.0751656767
784	0.07511197879
785	0.07499535006
786	0.07493532796
787	0.07487253067
788	0.07477177408
789	0.07468793537
790	0.07460837218
791	0.07457146083
792	0.07455508
793	0.07447865494
794	0.07442777047
795	0.07441678839
796	0.07432676976
797	0.07430561152
798	0.07427588857
799	0.07420499417
800	0.0741386217
801	0.07408317358
802	0.07402795473
803	0.07399076057
804	0.07391850024
805	0.07390043627
806	0.07384448895
807	0.07377247777
808	0.07372038369
809	0.07366296464
810	0.07358550487
811	0.07353119098
812	0.0734851156
813	0.07339830664
814	0.07335472313
815	0.07333776313
816	0.0733277906
817	0.07325183241
818	0.07318992291
819	0.07312302742
820	0.07305748306
821	0.07300864453
822	0.07299933176
823	0.07299052295
824	0.07294364393
825	0.07290000464
826	0.07282113517
827	0.0727879179
828	0.072712021
829	0.07264651243
830	0.07256611222
831	0.07252181058
832	0.07246250493
833	0.07239591003
834	0.07230291928
835	0.07226148595
836	0.07222265301
837	0.07217550299
838	0.07211194996
839	0.07208240625
840	0.07200976664
841	0.07195882789
842	0.07189012828
843	0.07185979794
844	0.07180887948
845	0.07174394154
846	0.07165799631
847	0.0716269837
848	0.07159592116
849	0.07156095266
850	0.07155290842
851	0.0714710069
852	0.07142080493
853	0.07136563218
854	0.07130586807
855	0.07122168035
856	0.07118413282
857	0.07113251709
858	0.07103957924
859	0.07098175666
860	0.07090098833
861	0.07080970155
862	0.07079359586
863	0.07073887198
864	0.07068409916
865	0.07065565999
866	0.07063302847
867	0.07058105662
868	0.07056856129
869	0.07052454493
870	0.07049976299
871	0.07041288309
872	0.07037698017
873	0.07033028959
874	0.07030373854
875	0.07029635712
876	0.07028606029
877	0.0702412295
878	0.0701863703
879	0.07014533503
880	0.07009873863
881	0.07005203828
882	0.07001361454
883	0.06997004263
884	0.06989535412
885	0.06980475743
886	0.06972395313
887	0.06969643601
888	0.06964325913
889	0.06957770942
890	0.06952760337
891	0.06946002991
892	0.06944240007
893	0.06938116417
894	0.06930222485
895	0.06927363201
896	0.06920773661
897	0.06913520658
898	0.06908240982
899	0.06904387585
900	0.06899980969
901	0.06896314769
902	0.06886791038
903	0.06882578641
904	0.06879786225
905	0.06874707905
906	0.06869326801
907	0.06868409688
908	0.06860413299
909	0.06857001844
910	0.06855837319
911	0.06854248948
912	0.06853171006
913	0.06850217005
914	0.06846231307
915	0.06839380936
916	0.06834779019
917	0.06828177695
918	0.06821850835
919	0.06815387576
920	0.06814052184
921	0.068088478
922	0.06803021974
923	0.06799860869
924	0.0679171204
925	0.0678887971
926	0.06781290271
927	0.06776936397
928	0.06768112099
929	0.06760943298
930	0.06754976347
931	0.06751719298
932	0.06747001445
933	0.06741198604
934	0.06736404811
935	0.06735812637
936	0.06732879451
937	0.0672639557
938	0.06721856522
939	0.06718046712
940	0.0671189416
941	0.06709108475
942	0.0670166121
943	0.06694868346
944	0.06689821206
945	0.06687386812
946	0.06682130775
947	0.06679386918
948	0.06670442331
949	0.06662939787
950	0.06658290477
951	0.06656178458
952	0.06650670655
953	0.06645560543
954	0.06643835057
955	0.06635708805
956	0.06630773586
957	0.06623847624
958	0.06618442081
959	0.0661299834
960	0.06606342776
961	0.06600822852
962	0.06595255178
963	0.06588824929
964	0.06587467622
965	0.0658035423
966	0.06578642891
967	0.06578213708
968	0.06573451373
969	0.06569761866
970	0.06569123926
971	0.06563439689
972	0.06557743801
973	0.06556757555
974	0.06548925739
975	0.065441357
976	0.06539161797
977	0.06531648199
978	0.06528336
979	0.06522098613
980	0.06517745595
981	0.06509414004
982	0.06504392583
983	0.06500493962
984	0.06496602546
985	0.06490118446
986	0.06484484119
987	0.06480710528
988	0.06479647983
989	0.06472497867
990	0.06463939377
991	0.06461476027
992	0.06458011745
993	0.06455314143
994	0.06446037047
995	0.06443893153
996	0.06440348194
997	0.06434957618
998	0.06430933181
999	0.06425330108
